source	target	mor	confidenceLevel	resource
yjfQ	SL4321	-1	Strong	RegulonDB
yjjQ	SL0783	-1	Weak	RegulonDB
yjjQ	SL1859	-1	Strong	RegulonDB
yjjQ	SL1860	-1	Strong	RegulonDB
yjjQ	SL2237	-1	Weak	RegulonDB
yjjQ	SL2629	-1	Weak	RegulonDB
yjjQ	SL2630	-1	Weak	RegulonDB
ykgD	SL0552	1	Strong	RegulonDB
ykgD	SL0553	1	Strong	RegulonDB
ykgD	SL0554	1	Strong	RegulonDB
yncC	SL1006	1	Strong	RegulonDB
yncC	SL1443	1	Strong	RegulonDB
yncC	SL1660	1	Strong	RegulonDB
yncC	SL1661	1	Strong	RegulonDB
yncC	SL4104	1	Strong	RegulonDB
yohL	SL2125	-1	Strong	RegulonDB
yohL	SL3001	-1	Strong	RegulonDB
yohL	SL3002	-1	Strong	RegulonDB
yqhC	SL3138	1	Strong	RegulonDB
yqhC	SL3139	1	Strong	RegulonDB
zntR	SL3541	1	Strong	RegulonDB
zur	SL0462	-1	Weak	RegulonDB
zur	SL1198	-1	Weak	RegulonDB
zur	SL1825	-1	Strong	RegulonDB
zur	SL1826	-1	Strong	RegulonDB
zur	SL1827	-1	Strong	RegulonDB
zur	SL2574	-1	Strong	RegulonDB
acrR	SL0476	-1	Strong	RegPrecise
acrR	SL0475	-1	Strong	RegPrecise
acrR	SL0477	-1	Strong	RegPrecise
allR	SL0516	-1	Strong	RegPrecise
allR	SL0514	-1	Strong	RegPrecise
allR	SL0519	-1	Strong	RegPrecise
allR	SL0520	-1	Strong	RegPrecise
allR	SL0521	-1	Strong	RegPrecise
allR	SL0522	-1	Strong	RegPrecise
allR	SL0523	-1	Strong	RegPrecise
allR	SL0524	-1	Strong	RegPrecise
allR	SL0525	-1	Strong	RegPrecise
araC	SL3016	1	Weak	RegPrecise
araC	SL0394	1	Weak	RegPrecise
argR	SL2992	-1	Strong	RegPrecise
argR	SL0887	-1	Strong	RegPrecise
argR	SL4469	-1	Strong	RegPrecise
argR	SL3360	-1	Strong	RegPrecise
argR	SL3330	-1	Strong	RegPrecise
argR	SL3331	-1	Strong	RegPrecise
argR	SL1303	-1	Strong	RegPrecise
argR	SL1304	-1	Strong	RegPrecise
argR	SL1305	-1	Strong	RegPrecise
argR	SL1306	-1	Strong	RegPrecise
argR	SL1307	-1	Strong	RegPrecise
argR	SL0066	-1	Strong	RegPrecise
argR	SL3290.S	-1	Strong	RegPrecise
argR	SL4121	-1	Strong	RegPrecise
argR	SL4122	-1	Strong	RegPrecise
argR	SL4123	-1	Strong	RegPrecise
argR	SL0891	-1	Strong	RegPrecise
argR	SL0890	-1	Strong	RegPrecise
argR	SL0889	-1	Strong	RegPrecise
argR	SL0888	-1	Strong	RegPrecise
argR	SL4120	-1	Strong	RegPrecise
argR	SL3468	-1	Strong	RegPrecise
argR	SL2354	-1	Strong	RegPrecise
argR	SL2353	-1	Strong	RegPrecise
argR	SL2352	-1	Strong	RegPrecise
argR	SL2351	-1	Strong	RegPrecise
birA	SL0793	-1	Strong	RegPrecise
birA	SL0794	-1	Strong	RegPrecise
birA	SL0795	-1	Strong	RegPrecise
birA	SL0796	-1	Strong	RegPrecise
birA	SL0797	-1	Strong	RegPrecise
crp	SL3466	1	Weak	RegPrecise
crp	SL2391	1	Weak	RegPrecise
crp	SL3090	1	Weak	RegPrecise
crp	SL2553	1	Weak	RegPrecise
crp	SL2924	1	Weak	RegPrecise
crp	SL2511	1	Weak	RegPrecise
crp	SL2510	1	Weak	RegPrecise
crp	SL3367	1	Weak	RegPrecise
crp	SL4275	1	Weak	RegPrecise
crp	SL4274	1	Weak	RegPrecise
crp	SL4273	1	Weak	RegPrecise
crp	SL3106	1	Weak	RegPrecise
crp	SL4249	1	Weak	RegPrecise
crp	SL3016	1	Weak	RegPrecise
crp	SL2670	1	Weak	RegPrecise
crp	SL2669	1	Weak	RegPrecise
crp	SL1347	1	Weak	RegPrecise
crp	SL3872	1	Weak	RegPrecise
crp	SL3871	1	Weak	RegPrecise
crp	SL3870	1	Weak	RegPrecise
crp	SL3869	1	Weak	RegPrecise
crp	SL3868	1	Weak	RegPrecise
crp	SL3867	1	Weak	RegPrecise
crp	SL3866	1	Weak	RegPrecise
crp	SL3865	1	Weak	RegPrecise
crp	SL3864	1	Weak	RegPrecise
crp	SL1834	1	Weak	RegPrecise
crp	SL1994	1	Weak	RegPrecise
crp	SL1993	1	Weak	RegPrecise
crp	SL2470	1	Weak	RegPrecise
crp	SL2469	1	Weak	RegPrecise
crp	SL2468	1	Weak	RegPrecise
crp	SL2467	1	Weak	RegPrecise
crp	SL2466	1	Weak	RegPrecise
crp	SL2465	1	Weak	RegPrecise
crp	SL2464	1	Weak	RegPrecise
crp	SL2463	1	Weak	RegPrecise
crp	SL2462	1	Weak	RegPrecise
crp	SL2461	1	Weak	RegPrecise
crp	SL3663	1	Weak	RegPrecise
crp	SL0073	1	Weak	RegPrecise
crp	SL2183	1	Weak	RegPrecise
crp	SL1312	1	Weak	RegPrecise
crp	SL1313	1	Weak	RegPrecise
crp	SL1314	1	Weak	RegPrecise
crp	SL1315	1	Weak	RegPrecise
crp	SL1316	1	Weak	RegPrecise
crp	SL1317	1	Weak	RegPrecise
crp	SL0944	1	Weak	RegPrecise
crp	SL0945	1	Weak	RegPrecise
crp	SL4403	1	Weak	RegPrecise
crp	SL0943	1	Weak	RegPrecise
crp	SL0629	1	Weak	RegPrecise
crp	SL4398	1	Weak	RegPrecise
crp	SL0740	1	Weak	RegPrecise
crp	SL0741	1	Weak	RegPrecise
crp	SL0742	1	Weak	RegPrecise
crp	SL0743	1	Weak	RegPrecise
crp	SL4404	1	Weak	RegPrecise
crp	SL2062	1	Weak	RegPrecise
crp	SL1803	1	Weak	RegPrecise
crp	SL1802	1	Weak	RegPrecise
crp	SL3614	1	Weak	RegPrecise
crp	SL3280.S	1	Weak	RegPrecise
crp	SL4567	1	Weak	RegPrecise
crp	SL4568	1	Weak	RegPrecise
crp	SL4569	1	Weak	RegPrecise
crp	SL3830	1	Weak	RegPrecise
crp	SL3829	1	Weak	RegPrecise
crp	SL3828	1	Weak	RegPrecise
crp	SL3827	1	Weak	RegPrecise
crp	SL3800	1	Weak	RegPrecise
crp	SL3801	1	Weak	RegPrecise
crp	SL3802	1	Weak	RegPrecise
crp	SL3070	1	Weak	RegPrecise
crp	SL3069	1	Weak	RegPrecise
crp	SL1818	1	Weak	RegPrecise
crp	SL1817	1	Weak	RegPrecise
crp	SL3219	1	Weak	RegPrecise
crp	SL1805	1	Weak	RegPrecise
crp	SL0529	1	Weak	RegPrecise
crp	SL0530	1	Weak	RegPrecise
crp	SL0531	1	Weak	RegPrecise
crp	SL0532	1	Weak	RegPrecise
crp	SL1925	1	Weak	RegPrecise
crp	SL1924.S	1	Weak	RegPrecise
crp	SL0974	1	Weak	RegPrecise
crp	SL0973	1	Weak	RegPrecise
crp	SL2206	1	Weak	RegPrecise
crp	SL2205	1	Weak	RegPrecise
crp	SL2204	1	Weak	RegPrecise
crp	SL0493	1	Weak	RegPrecise
crp	SL2974	1	Weak	RegPrecise
crp	SL2973	1	Weak	RegPrecise
crp	SL2975	1	Weak	RegPrecise
crp	SL2976	1	Weak	RegPrecise
crp	SL2977	1	Weak	RegPrecise
crp	SL2978	1	Weak	RegPrecise
crp	SL2979	1	Weak	RegPrecise
crp	SL0776	1	Weak	RegPrecise
crp	SL0775	1	Weak	RegPrecise
crp	SL0774	1	Weak	RegPrecise
crp	SL0773	1	Weak	RegPrecise
crp	SL3091	1	Weak	RegPrecise
crp	SL1290	1	Weak	RegPrecise
crp	SL1289	1	Weak	RegPrecise
crp	SL3250	1	Weak	RegPrecise
crp	SL2403	1	Weak	RegPrecise
crp	SL4007	1	Weak	RegPrecise
crp	SL4006	1	Weak	RegPrecise
crp	SL4005	1	Weak	RegPrecise
crp	SL2284	1	Weak	RegPrecise
crp	SL2285	1	Weak	RegPrecise
crp	SL2286	1	Weak	RegPrecise
crp	SL3526	1	Weak	RegPrecise
crp	SL3525	1	Weak	RegPrecise
crp	SL3524	1	Weak	RegPrecise
crp	SL3523	1	Weak	RegPrecise
crp	SL4087	1	Weak	RegPrecise
crp	SL4086	1	Weak	RegPrecise
crp	SL4085	1	Weak	RegPrecise
crp	SL2283	1	Weak	RegPrecise
crp	SL2282	1	Weak	RegPrecise
crp	SL0663	1	Weak	RegPrecise
crp	SL0662	1	Weak	RegPrecise
crp	SL3542	1	Weak	RegPrecise
crp	SL3541	1	Weak	RegPrecise
crp	SL3330	1	Weak	RegPrecise
crp	SL3938	1	Weak	RegPrecise
crp	SL3937	1	Weak	RegPrecise
crp	SL3936	1	Weak	RegPrecise
crp	SL3935	1	Weak	RegPrecise
crp	SL1751	1	Weak	RegPrecise
crp	SL1101	1	Weak	RegPrecise
crp	SL1102	1	Weak	RegPrecise
crp	SL1103	1	Weak	RegPrecise
crp	SL1104	1	Weak	RegPrecise
crp	SL1100	1	Weak	RegPrecise
crp	SL0790	1	Weak	RegPrecise
crp	SL0791	1	Weak	RegPrecise
crp	SL4484	1	Weak	RegPrecise
crp	SL4483	1	Weak	RegPrecise
crp	SL4482	1	Weak	RegPrecise
crp	SL4481	1	Weak	RegPrecise
crp	SL1377	1	Weak	RegPrecise
crp	SL4075	1	Weak	RegPrecise
crp	SL4076	1	Weak	RegPrecise
crp	SL4077	1	Weak	RegPrecise
crp	SL4078	1	Weak	RegPrecise
crp	SL4079.S	1	Weak	RegPrecise
crp	SL0472	1	Weak	RegPrecise
crp	SL4229	1	Weak	RegPrecise
crp	SL4228	1	Weak	RegPrecise
crp	SL4230	1	Weak	RegPrecise
crp	SL4231	1	Weak	RegPrecise
crp	SL4232	1	Weak	RegPrecise
crp	SL3664	1	Weak	RegPrecise
crp	SL3515	1	Weak	RegPrecise
crp	SL2988	1	Weak	RegPrecise
crp	SL2831	1	Weak	RegPrecise
crp	SL0684	1	Weak	RegPrecise
crp	SL0683	1	Weak	RegPrecise
crp	SL0682	1	Weak	RegPrecise
crp	SL0681	1	Weak	RegPrecise
crp	SL0685	1	Weak	RegPrecise
crp	SL3335	1	Weak	RegPrecise
crp	SL1211	1	Weak	RegPrecise
crp	SL0039	1	Weak	RegPrecise
crp	SL2409	1	Weak	RegPrecise
crp	SL3113	1	Weak	RegPrecise
crp	SL1070	1	Weak	RegPrecise
crp	SL0999	1	Weak	RegPrecise
crp	SL1732	1	Weak	RegPrecise
crp	SL4561	1	Weak	RegPrecise
crp	SL3500	1	Weak	RegPrecise
crp	SL1227	1	Weak	RegPrecise
crp	SL4221	1	Weak	RegPrecise
crp	SL3472	1	Weak	RegPrecise
crp	SL1203	1	Weak	RegPrecise
crp	SL2431	1	Weak	RegPrecise
crp	SL2432	1	Weak	RegPrecise
crp	SL2433	1	Weak	RegPrecise
crp	SL1125	1	Weak	RegPrecise
crp	SL1982	1	Weak	RegPrecise
crp	SL4047	1	Weak	RegPrecise
crp	SL4046	1	Weak	RegPrecise
crp	SL4045	1	Weak	RegPrecise
crp	SL4048	1	Weak	RegPrecise
crp	SL4049	1	Weak	RegPrecise
crp	SL4050	1	Weak	RegPrecise
crp	SL0616	1	Weak	RegPrecise
crp	SL2970	1	Weak	RegPrecise
crp	SL2971	1	Weak	RegPrecise
crp	SL3062	1	Weak	RegPrecise
crp	SL2207	1	Weak	RegPrecise
crp	SL2214	1	Weak	RegPrecise
crp	SL2832	1	Weak	RegPrecise
crp	SL2833	1	Weak	RegPrecise
crp	SL2834	1	Weak	RegPrecise
crp	SL2835	1	Weak	RegPrecise
crp	SL2836	1	Weak	RegPrecise
crp	SL2837	1	Weak	RegPrecise
crp	SL2838.S	1	Weak	RegPrecise
crp	SL0149	1	Weak	RegPrecise
crp	SL0148	1	Weak	RegPrecise
crp	SL2345	1	Weak	RegPrecise
crp	SL4440	1	Weak	RegPrecise
crp	SL4441	1	Weak	RegPrecise
crp	SL4442	1	Weak	RegPrecise
crp	SL4443	1	Weak	RegPrecise
crp	SL4444	1	Weak	RegPrecise
crp	SL4445	1	Weak	RegPrecise
crp	SL4446	1	Weak	RegPrecise
crp	SL4447	1	Weak	RegPrecise
crp	SL2474	1	Weak	RegPrecise
crp	SL3245	1	Weak	RegPrecise
crp	SL3244	1	Weak	RegPrecise
crp	SL3243	1	Weak	RegPrecise
crp	SL3242	1	Weak	RegPrecise
crp	SL3241	1	Weak	RegPrecise
crp	SL3240	1	Weak	RegPrecise
crp	SL0001	1	Weak	RegPrecise
crp	SL0002	1	Weak	RegPrecise
crp	SL0003	1	Weak	RegPrecise
crp	SL0004	1	Weak	RegPrecise
crp	SL4454	1	Weak	RegPrecise
crp	SL4453	1	Weak	RegPrecise
crp	SL0413	1	Weak	RegPrecise
crp	SL3968	1	Weak	RegPrecise
crp	SL3135	1	Weak	RegPrecise
crp	SL3136	1	Weak	RegPrecise
crp	SL3661	1	Weak	RegPrecise
crp	SL3660	1	Weak	RegPrecise
crp	SL3662	1	Weak	RegPrecise
crp	SL0178	1	Weak	RegPrecise
crp	SL0465	1	Weak	RegPrecise
crp	SL0636	1	Weak	RegPrecise
crp	SL0635.S	1	Weak	RegPrecise
crp	SL0812	1	Weak	RegPrecise
crp	SL0811	1	Weak	RegPrecise
crp	SL0814	1	Weak	RegPrecise
crp	SL0819	1	Weak	RegPrecise
crp	SL0818	1	Weak	RegPrecise
crp	SL0817	1	Weak	RegPrecise
crp	SL0816	1	Weak	RegPrecise
crp	SL0815	1	Weak	RegPrecise
crp	SL0837	1	Weak	RegPrecise
crp	SL0838	1	Weak	RegPrecise
crp	SL0968	1	Weak	RegPrecise
crp	SL0983	1	Weak	RegPrecise
crp	SL0984	1	Weak	RegPrecise
crp	SL0985	1	Weak	RegPrecise
crp	SL1213	1	Weak	RegPrecise
crp	SL1214	1	Weak	RegPrecise
crp	SL1804.S	1	Weak	RegPrecise
crp	SL1748	1	Weak	RegPrecise
crp	SL1782	1	Weak	RegPrecise
crp	SL1625	1	Weak	RegPrecise
crp	SL1607	1	Weak	RegPrecise
crp	SL1522	1	Weak	RegPrecise
crp	SL1484	1	Weak	RegPrecise
crp	SL1320	1	Weak	RegPrecise
crp	SL1291	1	Weak	RegPrecise
crp	SL1292	1	Weak	RegPrecise
crp	SL2119	1	Weak	RegPrecise
crp	SL2404	1	Weak	RegPrecise
crp	SL2424	1	Weak	RegPrecise
crp	SL2482	1	Weak	RegPrecise
crp	SL2483	1	Weak	RegPrecise
crp	SL2918	1	Weak	RegPrecise
crp	SL2917	1	Weak	RegPrecise
crp	SL3239	1	Weak	RegPrecise
crp	SL3238	1	Weak	RegPrecise
crp	SL3327	1	Weak	RegPrecise
crp	SL3326	1	Weak	RegPrecise
crp	SL3361	1	Weak	RegPrecise
crp	SL3366	1	Weak	RegPrecise
crp	SL3365	1	Weak	RegPrecise
crp	SL3364	1	Weak	RegPrecise
crp	SL3473	1	Weak	RegPrecise
crp	SL3609	1	Weak	RegPrecise
crp	SL3668	1	Weak	RegPrecise
crp	SL3669	1	Weak	RegPrecise
crp	SL3670	1	Weak	RegPrecise
crp	SL3671	1	Weak	RegPrecise
crp	SL3672	1	Weak	RegPrecise
crp	SL3673	1	Weak	RegPrecise
crp	SL3674	1	Weak	RegPrecise
crp	SL3675	1	Weak	RegPrecise
crp	SL3676	1	Weak	RegPrecise
crp	SL3677	1	Weak	RegPrecise
crp	SL3738	1	Weak	RegPrecise
crp	SL3831	1	Weak	RegPrecise
crp	SL4024.S	1	Weak	RegPrecise
crp	SL4380	1	Weak	RegPrecise
crp	SL4532	1	Weak	RegPrecise
crp	SL4531	1	Weak	RegPrecise
crp	SL4530	1	Weak	RegPrecise
crp	SL4566	1	Weak	RegPrecise
crp	SL4565	1	Weak	RegPrecise
crp	SL4600	1	Weak	RegPrecise
crp	SL1488	1	Weak	RegPrecise
crp	SL2169	1	Weak	RegPrecise
crp	SL2181	1	Weak	RegPrecise
crp	SL2182	1	Weak	RegPrecise
crp	SL3019	1	Weak	RegPrecise
crp	SL3399	1	Weak	RegPrecise
crp	SL3495	1	Weak	RegPrecise
crp	SL2193	1	Weak	RegPrecise
crp	SL2192	1	Weak	RegPrecise
crp	SL1749	1	Weak	RegPrecise
crp	SL0068	1	Weak	RegPrecise
crp	SL2186	1	Weak	RegPrecise
crp	SL2191	1	Weak	RegPrecise
crp	SL2061	1	Weak	RegPrecise
crp	SL1142	1	Weak	RegPrecise
crp	SL1141	1	Weak	RegPrecise
crp	SL0158	1	Weak	RegPrecise
crp	SL0367	1	Weak	RegPrecise
crp	SL0154	1	Weak	RegPrecise
crp	SL1299	1	Weak	RegPrecise
crp	SL0977	1	Weak	RegPrecise
crp	SL0978	1	Weak	RegPrecise
crp	SL0368	1	Weak	RegPrecise
crp	SL4073	1	Weak	RegPrecise
crp	SL4072	1	Weak	RegPrecise
crp	SL3197	1	Weak	RegPrecise
crp	SL0451	1	Weak	RegPrecise
crp	SL4121	1	Weak	RegPrecise
crp	SL4122	1	Weak	RegPrecise
crp	SL4123	1	Weak	RegPrecise
crp	SL3939	1	Weak	RegPrecise
crp	SL3787	1	Weak	RegPrecise
crp	SL3474	1	Weak	RegPrecise
crp	SL3475	1	Weak	RegPrecise
crp	SL3465	1	Weak	RegPrecise
crp	SL3680	1	Weak	RegPrecise
crp	SL3557	1	Weak	RegPrecise
crp	SL3556	1	Weak	RegPrecise
crp	SL3555	1	Weak	RegPrecise
crp	SL3554	1	Weak	RegPrecise
crp	SL3553	1	Weak	RegPrecise
crp	SL3512	1	Weak	RegPrecise
crp	SL4485	1	Weak	RegPrecise
crp	SL4383.S	1	Weak	RegPrecise
crp	SL4385	1	Weak	RegPrecise
crp	SL4386	1	Weak	RegPrecise
crp	SL4387	1	Weak	RegPrecise
crp	SL4388	1	Weak	RegPrecise
crp	SL4290	1	Weak	RegPrecise
crp	SL4301	1	Weak	RegPrecise
crp	SL4183	1	Weak	RegPrecise
crp	SL4184	1	Weak	RegPrecise
crp	SL3685	1	Weak	RegPrecise
crp	SL3686	1	Weak	RegPrecise
crp	SL3687	1	Weak	RegPrecise
cueR	SL0498	1	Weak	RegPrecise
cueR	SL0499	1	Weak	RegPrecise
cueR	SL0168	1	Weak	RegPrecise
deoR	SL3113	-1	Strong	RegPrecise
deoR	SL0413	-1	Strong	RegPrecise
deoR	SL4567	-1	Strong	RegPrecise
deoR	SL4568	-1	Strong	RegPrecise
deoR	SL4569	-1	Strong	RegPrecise
dgoR	SL3830	-1	Strong	RegPrecise
dgoR	SL3829	-1	Strong	RegPrecise
dgoR	SL3828	-1	Strong	RegPrecise
dgoR	SL3827	-1	Strong	RegPrecise
fabR	SL2378	-1	Strong	RegPrecise
fabR	SL1067	-1	Strong	RegPrecise
fabR	SL3049	-1	Strong	RegPrecise
fadR	SL1851	1	Weak	RegPrecise
fadR	SL2391	1	Weak	RegPrecise
fadR	SL0309	1	Weak	RegPrecise
fadR	SL3219	1	Weak	RegPrecise
fadR	SL2389	1	Weak	RegPrecise
fadR	SL2388	1	Weak	RegPrecise
fadR	SL3983	1	Weak	RegPrecise
fadR	SL3982	1	Weak	RegPrecise
fadR	SL4187	1	Weak	RegPrecise
fadR	SL1067	1	Weak	RegPrecise
fadR	SL1818	1	Weak	RegPrecise
fadR	SL0454	1	Weak	RegPrecise
fadR	SL1805	1	Weak	RegPrecise
fadR	SL2378	1	Weak	RegPrecise
fnr	SL0740	1	Weak	RegPrecise
fnr	SL0741	1	Weak	RegPrecise
fnr	SL4278.S	1	Weak	RegPrecise
fnr	SL4281	1	Weak	RegPrecise
fnr	SL4282	1	Weak	RegPrecise
fnr	SL2556	1	Weak	RegPrecise
fnr	SL3538	1	Weak	RegPrecise
fnr	SL3537	1	Weak	RegPrecise
fnr	SL3536	1	Weak	RegPrecise
fnr	SL3535	1	Weak	RegPrecise
fnr	SL3534	1	Weak	RegPrecise
fnr	SL2328	1	Weak	RegPrecise
fnr	SL2327	1	Weak	RegPrecise
fnr	SL2326	1	Weak	RegPrecise
fnr	SL2325	1	Weak	RegPrecise
fnr	SL2324	1	Weak	RegPrecise
fnr	SL2323.S	1	Weak	RegPrecise
fnr	SL2322	1	Weak	RegPrecise
fnr	SL2321	1	Weak	RegPrecise
fnr	SL2320	1	Weak	RegPrecise
fnr	SL2319	1	Weak	RegPrecise
fnr	SL2318	1	Weak	RegPrecise
fnr	SL2317	1	Weak	RegPrecise
fnr	SL2316.S	1	Weak	RegPrecise
fnr	SL3872	1	Weak	RegPrecise
fnr	SL3871	1	Weak	RegPrecise
fnr	SL3870	1	Weak	RegPrecise
fnr	SL3869	1	Weak	RegPrecise
fnr	SL3868	1	Weak	RegPrecise
fnr	SL3867	1	Weak	RegPrecise
fnr	SL3866	1	Weak	RegPrecise
fnr	SL3865	1	Weak	RegPrecise
fnr	SL3864	1	Weak	RegPrecise
fnr	SL0732	1	Weak	RegPrecise
fnr	SL0733	1	Weak	RegPrecise
fnr	SL0734	1	Weak	RegPrecise
fnr	SL0735	1	Weak	RegPrecise
fnr	SL2855	1	Weak	RegPrecise
fnr	SL2856	1	Weak	RegPrecise
fnr	SL2857	1	Weak	RegPrecise
fnr	SL2858	1	Weak	RegPrecise
fnr	SL1765	1	Weak	RegPrecise
fnr	SL0627	1	Weak	RegPrecise
fnr	SL2337	1	Weak	RegPrecise
fnr	SL1227	1	Weak	RegPrecise
fnr	SL2283	1	Weak	RegPrecise
fnr	SL2282	1	Weak	RegPrecise
fnr	SL1766	1	Weak	RegPrecise
fnr	SL1767	1	Weak	RegPrecise
fnr	SL3475	1	Weak	RegPrecise
fnr	SL3476	1	Weak	RegPrecise
fnr	SL3477	1	Weak	RegPrecise
fnr	SL2498	1	Weak	RegPrecise
fnr	SL2497	1	Weak	RegPrecise
fnr	SL1777	1	Weak	RegPrecise
fnr	SL1776	1	Weak	RegPrecise
fnr	SL1775	1	Weak	RegPrecise
fnr	SL2503	1	Weak	RegPrecise
fnr	SL0058	1	Weak	RegPrecise
fnr	SL0059	1	Weak	RegPrecise
fnr	SL0060	1	Weak	RegPrecise
fnr	SL0061	1	Weak	RegPrecise
fnr	SL0062	1	Weak	RegPrecise
fnr	SL0063	1	Weak	RegPrecise
fnr	SL0624	1	Weak	RegPrecise
fnr	SL0623	1	Weak	RegPrecise
fnr	SL0622	1	Weak	RegPrecise
fnr	SL0621	1	Weak	RegPrecise
fnr	SL0620	1	Weak	RegPrecise
fnr	SL0619	1	Weak	RegPrecise
fnr	SL2499.S	1	Weak	RegPrecise
fnr	SL2500	1	Weak	RegPrecise
fnr	SL1211	1	Weak	RegPrecise
fnr	SL0801	1	Weak	RegPrecise
fnr	SL4062	1	Weak	RegPrecise
fnr	SL4343	1	Weak	RegPrecise
fnr	SL4342	1	Weak	RegPrecise
fnr	SL4341	1	Weak	RegPrecise
fnr	SL4340	1	Weak	RegPrecise
fnr	SL1764	1	Weak	RegPrecise
fnr	SL1763	1	Weak	RegPrecise
fnr	SL1762	1	Weak	RegPrecise
fnr	SL1761	1	Weak	RegPrecise
fnr	SL0937	1	Weak	RegPrecise
fnr	SL0936	1	Weak	RegPrecise
fnr	SL2284	1	Weak	RegPrecise
fnr	SL0974	1	Weak	RegPrecise
fnr	SL0973	1	Weak	RegPrecise
fnr	SL0625	1	Weak	RegPrecise
fnr	SL0626	1	Weak	RegPrecise
fnr	SL0964	1	Weak	RegPrecise
fnr	SL0965	1	Weak	RegPrecise
fnr	SL0966	1	Weak	RegPrecise
fnr	SL3514	1	Weak	RegPrecise
fnr	SL3513	1	Weak	RegPrecise
fnr	SL0844	1	Weak	RegPrecise
fnr	SL0843	1	Weak	RegPrecise
fnr	SL3329	1	Weak	RegPrecise
fnr	SL2830	1	Weak	RegPrecise
fnr	SL1514	1	Weak	RegPrecise
fnr	SL1732	1	Weak	RegPrecise
fnr	SL0802	1	Weak	RegPrecise
fnr	SL0803	1	Weak	RegPrecise
fnr	SL0804	1	Weak	RegPrecise
fnr	SL0805	1	Weak	RegPrecise
fnr	SL0806	1	Weak	RegPrecise
fnr	SL1570	1	Weak	RegPrecise
fnr	SL1569	1	Weak	RegPrecise
fnr	SL1568	1	Weak	RegPrecise
fnr	SL1712	1	Weak	RegPrecise
fnr	SL3589	1	Weak	RegPrecise
fnr	SL2841	1	Weak	RegPrecise
fnr	SL4452	1	Weak	RegPrecise
fnr	SL4451	1	Weak	RegPrecise
fnr	SL4106	1	Weak	RegPrecise
fnr	SL3967	1	Weak	RegPrecise
fnr	SL0730	1	Weak	RegPrecise
fnr	SL0154	1	Weak	RegPrecise
fnr	SL3505	1	Weak	RegPrecise
fnr	SL3506	1	Weak	RegPrecise
fnr	SL3507	1	Weak	RegPrecise
fnr	SL1749	1	Weak	RegPrecise
fnr	SL4301	1	Weak	RegPrecise
fnr	SL4300	1	Weak	RegPrecise
fnr	SL4304	1	Weak	RegPrecise
fnr	SL4303	1	Weak	RegPrecise
fnr	SL1934	1	Weak	RegPrecise
fnr	SL2261	1	Weak	RegPrecise
fnr	SL2260	1	Weak	RegPrecise
fnr	SL2259	1	Weak	RegPrecise
fnr	SL2258	1	Weak	RegPrecise
fnr	SL2257	1	Weak	RegPrecise
fnr	SL2256	1	Weak	RegPrecise
fnr	SL2250	1	Weak	RegPrecise
fnr	SL2249	1	Weak	RegPrecise
fnr	SL2248	1	Weak	RegPrecise
fnr	SL2247	1	Weak	RegPrecise
fnr	SL3819	1	Weak	RegPrecise
fnr	SL3818	1	Weak	RegPrecise
fnr	SL3817	1	Weak	RegPrecise
fnr	SL3816	1	Weak	RegPrecise
fnr	SL3815	1	Weak	RegPrecise
fnr	SL3814	1	Weak	RegPrecise
fnr	SL3813	1	Weak	RegPrecise
fnr	SL3812	1	Weak	RegPrecise
fnr	SL4514.S	1	Weak	RegPrecise
fnr	SL4513	1	Weak	RegPrecise
fnr	SL4512	1	Weak	RegPrecise
fnr	SL4511	1	Weak	RegPrecise
fnr	SL0443	1	Weak	RegPrecise
fnr	SL0442	1	Weak	RegPrecise
fnr	SL0441	1	Weak	RegPrecise
fnr	SL0440	1	Weak	RegPrecise
fnr	SL0439	1	Weak	RegPrecise
fnr	SL4325	1	Weak	RegPrecise
fnr	SL1299	1	Weak	RegPrecise
fnr	SL4265	1	Weak	RegPrecise
fnr	SL4266	1	Weak	RegPrecise
fnr	SL1497	1	Weak	RegPrecise
fnr	SL1496	1	Weak	RegPrecise
fnr	SL1495	1	Weak	RegPrecise
fnr	SL1660.S	1	Weak	RegPrecise
fnr	SL3245	1	Weak	RegPrecise
fnr	SL3244	1	Weak	RegPrecise
fnr	SL3243	1	Weak	RegPrecise
fnr	SL3242	1	Weak	RegPrecise
fnr	SL3241	1	Weak	RegPrecise
fnr	SL3240	1	Weak	RegPrecise
fnr	SL4598	1	Weak	RegPrecise
fruR	SL1238	1	Weak	RegPrecise
fruR	SL1749	1	Weak	RegPrecise
fruR	SL2206	1	Weak	RegPrecise
fruR	SL2205	1	Weak	RegPrecise
fruR	SL2204	1	Weak	RegPrecise
fruR	SL4062	1	Weak	RegPrecise
fruR	SL3500	1	Weak	RegPrecise
fruR	SL1378	1	Weak	RegPrecise
fruR	SL1349	1	Weak	RegPrecise
fruR	SL2403	1	Weak	RegPrecise
fruR	SL3474	1	Weak	RegPrecise
fruR	SL3475	1	Weak	RegPrecise
fruR	SL1830	1	Weak	RegPrecise
fruR	SL1831	1	Weak	RegPrecise
fruR	SL1832	1	Weak	RegPrecise
fruR	SL3070	1	Weak	RegPrecise
fruR	SL3069	1	Weak	RegPrecise
fruR	SL3068	1	Weak	RegPrecise
fruR	SL3685	1	Weak	RegPrecise
fruR	SL2431	1	Weak	RegPrecise
fruR	SL2432	1	Weak	RegPrecise
fruR	SL2433	1	Weak	RegPrecise
